Item type	ID	dwc:namePublishedIn	reference_author	editors	title	publication_name	actual_pub_date	pages	publisher	pub_place	Language
Journal Article	0a15c60da788066269b2cbe9b89df345	Xu, Z. G. (1997). In Xu, Z., Jin, T. & Liu, X.: A new clearwing moth on the Hippophae tree from Qinghai, China (Lepidoptera: Sesiidae). Holarctic Lepidoptera, 4, 77–79.	Xu, Z.G.	Xu, Z., T. Jin, and X. Liu	A new clearwing moth on the Hippophae tree from Qinghai, China (Lepidoptera: Sesiidae)	Holarctic Lepidoptera, 4	01/01/1997	77–79			en
Book Chapter	ef2fa41a0862d139045f092592e967e9	Xu, Z. G., & Liu, Y. Q. (1992). Lepidoptera: Microlepidoptera. – In Peng, J. & Liu, Y. (eds.): Iconography of forest insects in Hunan, China, 666-755. [in Chinese] (729-731).	Xu, Z.G. and Y.Q. Liu	Peng, J. and Y. Liu	Lepidoptera: Microlepidoptera	Iconography of forest insects in Hunan, China	01/01/1992	729-731			en
Journal Article	58a5b3570d1510aa1d554a72d5f7a3e4	Xu, Z. G., & Liu, Y. Q. (1993). Four new species and two new records of the subfamily Tinthiinae from China (Lepidoptera: Sesiidae). – Acta Agriculturae Boreali-occidentalis Sinica 2(2), 1-5. [in Chinese with English summary].	Xu, Z.G. and Y.Q. Liu		Four new species and two new records of the subfamily Tinthiinae from China (Lepidoptera: Sesiidae)	Acta Agriculturae Boreali-occidentalis Sinica, 2(2)	01/01/1993	1–5			en
Journal Article	480b2da0aefdb00c4f43c3efefa0fa77	Xu, Z., & Arita, Y. (1994). In Xu, Z., Jin, T. & Liu, X.: A summary and a new species of the genus Scasiba (Lepidoptera, Sesiidae). – Acta Agriculturae Boreali-occidentalis Sinica 3(4), 1-5. [in Chinese with English summary].	Xu, Z. and Y. Arita	Xu, Z., T. Jin, and X. Liu	A summary and a new species of the genus Scasiba (Lepidoptera, Sesiidae)	Acta Agriculturae Boreali-occidentalis Sinica, 3(4)	01/01/1994	1–5			en
Journal Article	a474f5eb02ad94641e00045ae748324d	Xu, Z., & Jin, T. (1999). In Xu, Z., Jin, T. & Liu, X.: A new and six recorded clearwing moths from Ningxia (Lepidoptera: Sesiidae). – Acta Agriculturae Boreali-occidentalis Sinica 8(1), 7-10. [in Chinese with English summary].	Xu, Z. and T. Jin	Xu, Z., T. Jin, and X. Liu	A new and six recorded clearwing moths from Ningxia (Lepidoptera: Sesiidae)	Acta Agriculturae Boreali-occidentalis Sinica, 8(1)	01/01/1999	7–10			en
Book	12661540c49cd7f40fa52a71345f3165	Xu, Z., & Jin, T. (2019). In Xu, Z., Liu, X. & Jin, T. (2019): ‘Clearwing Moths of China’, 149 pp., China Forestry Publishing House.	Xu, Z. and T. Jin	Xu, Z., X. Liu, and T. Jin		Clearwing Moths of China	01/01/2019	149	China Forestry Publishing House		en
Journal Article	34ea98f2f8fc6d4f35f558257d8710b5	Xu, Z., & Liu, X. (1998). In Xu, Z., Jin, T. & Liu, X.: Two Bembecia Clearwing Moths from Northwest China (Lepidoptera: Sesiidae). Holarctic Lepidoptera, 5, 63–64.	Xu, Z. and X. Liu	Xu, Z., T. Jin, and X. Liu	Two Bembecia Clearwing Moths from Northwest China (Lepidoptera: Sesiidae)	Holarctic Lepidoptera, 5	01/01/1998	63–64			en
Journal Article	16c40ef2d74b9319adf641b6b3799ba9	Xu, Z., & Liu, X. (1999). In Xu, Z., Jin, T. & Liu, X.: Description of a New Species of the genus Sphecosesia Hampson, 1910, from Jiangxi (Lep.: Sesiidae). – Acta Agriculturae Boreali-occidentalis Sinica 8(2), 3-5. [in Chinese with English summary].	Xu, Z., X. Liu, Z. Xu, T. Jin, and X. Liu		Description of a New Species of the genus Sphecosesia Hampson, 1910, from Jiangxi (Lep.: Sesiidae)	Acta Agriculturae Boreali-occidentalis Sinica, 8(2)	01/01/1999	3–5			en
Journal Article	8ac7e7a230470a1c9be2e0273a03e4eb	Yagi, S., Hirowatari, T., & Arita, Y. (2016). A remarkable new species of the genus Teinotarsina (Lepidoptera, Sesiidae) from Okinawa-jima, Japan. ZooKeys, 571, 143–152.	Yagi, S., T. Hirowatari, and Y. Arita,		A remarkable new species of the genus Teinotarsina (Lepidoptera, Sesiidae) from Okinawa-jima, Japan	ZooKeys, 571	01/01/2016	143–152			en
Miscellaneous	37044b9bbd9654a3c124d32f8f07fc1f	Yang, C. Z. (1977). Aegeriidae (Sesiidae). – Moths of north China 1, 1-299. [in Chinese] (117-125, pl. 4).	Yang, C.Z.			Aegeriidae (Sesiidae). – Moths of north China 1	01/01/1977	117-125			en
Journal Article	e6a810d1b11a2daf58eca90a25f13243	Yang, J., & Wang, Y. (1989). A new genus and six species of clear-wings damaging forest and fruit tree. – Forest Research 2(3), 229-238. [in Chinese].	Yang, J. and Y. Wang		A new genus and six species of clear-wings damaging forest and fruit tree	Forest Research, 2(3)	01/01/1989	229–238			en
Journal Article	fe868bba28f0991cbacce7a94269beda	Yang, J., & Wang, Y. (1989). Four new species of the genus Synanthedon (Lepidoptera: Sesiidae). – Zoological Research 10(2), 133-138. [in Chinese with English summary].	Yang, J. and Y. Wang		Four new species of the genus Synanthedon (Lepidoptera: Sesiidae)	Zoological Research, 10(2)	01/01/1989	133–138			en
Journal Article	cf1f55d6a702b0f19575a3e0a8c9d7fa	Yano, K. (1960). A revision of the species of the genus Zenodoxus Grote et Robinson from Japan, with descriptions of two new species from Formosa (Lepidoptera, Aegeriidae). Kontyu, 28, 230–238.	Yano, K.		A revision of the species of the genus Zenodoxus Grote et Robinson from Japan, with descriptions of two new species from Formosa (Lepidoptera, Aegeriidae)	Kontyu, 28	01/01/1960	230–238			en
Journal Article	305710267aaeca2bd388755937aa36c9	Yano, K. (1965). A revision of the genus Paranthrene Hübner from Japan (Lepidoptera, Aegeriidae). Mushi, 39, 1–8.	Yano, K.		A revision of the genus Paranthrene Hübner from Japan (Lepidoptera, Aegeriidae)	Mushi, 39	01/01/1965	1–8			en
Miscellaneous	18f4d055a63e2da4f80e6fa7e94ef9d0	Yu, & Arita. (2019). see Yu, T., Arita, Y., Kallies, A. & Wang, M. (2019).	Yu, T., Y. Arita, A. Kallies, and M. Wang			unknown	01/01/2019				
Miscellaneous	aae52b6d56951cccfa9cb13ad7b85243	Yu, & Kallies. (2019). see Yu, T., Arita, Y., Kallies, A. & Wang, M. (2019).	Yu, T., Y. Arita, A. Kallies, and M. Wang			unknown	01/01/2019				
Miscellaneous	d2c2c051e88a6f812d7d2ceb8df4da3e	Yu, Arita, & Kallies. (2024). see Yu, T., Kallies, A., Arita, Y., He, J., Li, H., Yata, N. & Li, X. (2024).	Yu, T., A. Kallies, Y. Arita, J. He, H. Li, N. Yata, and X. Li			unknown	01/01/2024				
Miscellaneous	b9b65d076d461073eb0c88d045d24de4	Yu, Kallies, & Arita. (2022). see Yu, T., Liu, W., Huang, P., Kallies, A., Arita, Y. & Wang, M. (2022).	Yu, T., W. Liu, P. Huang, A. Kallies, Y. Arita, and M. Wang			unknown	01/01/2022				
Miscellaneous	c1121d7d9693e4a8de7b9d5aa2a793f1	Yu, Kallies, & Arita. (2024). see Yu, T., Kallies, A., Arita, Y., He, J., Li, H., Yata, N. & Li, X. (2024).	Yu, T., A. Kallies, Y. Arita, J. He,  H. Li, N. Yata, and X. Li			unknown	01/01/2024				
Miscellaneous	2351c8073b51fbd9242fb13a8b623aa1	Yu, T., Cao, J., & Wang, M. (2019). A new species of the genus Ichneumenoptera Hampson, [1893] (Lepidoptera, Sesiidae) from mainland China. – Tinea 25 (Suppl. 1), 99-102.	Yu, T. and Cao, J. and M. Wang		A new species of the genus Ichneumenoptera Hampson, [1893] (Lepidoptera, Sesiidae) from mainland China	Tinea 25 (Suppl. 1)	01/01/2019	99–102			en
Journal Article	462f6c3d2157e701e918c887fca92596	Yu, T., Gao, L., Kallies, A., Arita, Y. & & Wang, M. (2021). A new species of the genus Paranthrenella Strand, 1916 (Lepidoptera: Sesiidae) from China. Zootaxa, 4920, 123–130.	Yu, T., L. Gao, A. Kallies, Y. Arita, and M. Wang		A new species of the genus Paranthrenella Strand, 1916 (Lepidoptera: Sesiidae) from China	Zootaxa, 4920	01/01/2021	123–130			en
Miscellaneous	6a8ec61b2cb21eafaa180b058096c083	Zeller, P. C. (1847). Bemerkungen über die auf einer Reise nach Italien und Sicilien beobachteten Schmetterlingsarten. Isis [Von Oken], 121–914. (401–419).	Zeller, P.C.		Bemerkungen über die auf einer Reise nach Italien und Sicilien beobachteten Schmetterlingsarten	Isis [Von Oken]	01/01/1847	401-419			de
Book Chapter	dfa4a854784315346185aeb4a3420550	Zeller, P. C. (1847). Verzeichniß der vom Professor Dr. Loew in der Türkey und Asien gesammelten Lepidoptera. Isis [Von Oken], 3–39. (12–15).	Zeller, P.C.		Verzeichniß der vom Professor Dr. Loew in der Türkey und Asien gesammelten Lepidoptera	Isis [Von Oken]	01/01/1847	12-15			de
Journal Article	23a866aa6183ae2cda42de81487572b3	Zhang, Y. Q. (1987). New pest on Glycine max - Synanthedon heilongjiangana sp. nov. (Lepidoptera: Sesiidae). Northern Horticulture, 2, 24–25.	Zhang, Y.Q.		New pest on Glycine max - Synanthedon heilongjiangana sp. nov. (Lepidoptera: Sesiidae)	Northern Horticulture, 2	01/01/1987	24–25			en
Journal Article	74ebfecbb40e0a146e7dd8a8d0e0f1a8	Zheng, Y, Zhan, J. & Yang, Z. (2022). A new species in the genus Synanthedon (Lepidoptera: Sesiidae) from China. – Entomotaxonomia 44(2), 114-122.	Zheng, Y. and  J. Zhan and Z. Yang		A new species in the genus Synanthedon (Lepidoptera: Sesiidae) from China	Entomotaxonomia, 44(2)	01/01/2022	114–122			en
Journal Article	f5baaeb9f677b0ccf4dfab925b2284ae	Zukowsky, B. (1929). Beiträge zur Fauna sinica (VIII). Die südchinesischen Aegeriiden der Sammlung Mell. Internationale Entomologische Zeitschrift, 23, 33–37.	Zukowsky, B.		Beiträge zur Fauna sinica (VIII). Die südchinesischen Aegeriiden der Sammlung Mell	Internationale Entomologische Zeitschrift, 23	01/01/1929	33–37			de
Journal Article	cacc52a7432f6ed31cff9fde98bf7743	Zukowsky, B. (1929). Neue europäische Aegeriidae. Internationale Entomologische Zeitschrift, 23, 20–22.	Zukowsky, B.		Neue europäische Aegeriidae	Internationale Entomologische Zeitschrift, 23	01/01/1929	20–22			de
