Item type	ID	dwc	reference_author	Editors	title	publication_name	actual_pub_date	pages	publisher	pub_place	URLs	DOI	Language
Miscellaneous	77	Haworth AH. Lepidoptera Britannica; sistens digestionem novam Insectorum Lepidopterorum quae in Magna Britannia reperiuntur, larvarum pabulo, temporeque pascendi; expansione alarum; mensibusque volandi; synonymis atque locis observationibusque variis. 4. J. Murray, London: 513-609 pp. (1828).	Haworth, A. H.			Lepidoptera Britannica; sistens digestionem novam Insectorum Lepidopterorum quae in Magna Britannia reperiuntur, larvarum pabulo, temporeque pascendi; expansione alarum; mensibusque volandi; synonymis atque locis observationibusque variis. 4	01/01/1828	513–609	J. Murray	London			la
Journal Article	78	Remeikis A, Stonis JR. First discovery of Quercus -feeding Nepticulidae (Lepidoptera) in South America, with description of new species and designation of the S. nigriverticella complex in the S. saginella group. Zootaxa 4057: 409-429. doi: 10.11646/zootaxa.4057.3.7. (2015).	Remeikis, A., and J. R. Stonis		First discovery of Quercus -feeding Nepticulidae (Lepidoptera) in South America, with description of new species and designation of the S. nigriverticella complex in the S. saginella group	Zootaxa 4057	01/01/2015	409–429			http://dx.doi.org/10.11646/zootaxa.4057.3.7	10.11646/zootaxa.4057.3.7	en
Journal Article	79	Sauber A. Die Kleinschmetterlinge Hamburgs und der Umgegend. Verhandlungen des Vereins für Naturwissenschaftliche Unterhaltung zu Hamburg 12: 1-60. (1904).	Sauber, A.		Die Kleinschmetterlinge Hamburgs und der Umgegend	Verhandlungen des Vereins für Naturwissenschaftliche Unterhaltung zu Hamburg 12	01/01/1904	1–60					de
Journal Article	80	Gerasimov AM. Nasekomye Cheshuekrylye. I, 2, Gusenicy 1. Zoological Institute, Academy of Sciences USSR, Moskva, Leningrad, Fauna SSSR N.S. 56: 1-338 pp. (1952).	Gerasimov, A. M.			I, 2, Gusenicy 1	01/01/1952	1–338	Zoological Institute, Academy of Sciences USSR	Moskva, Leningrad			en
Journal Article	81	Chrétien P. Descriptions de trois nouvelles espèces de Nepticula (Lep. Nepticulidae). Bulletin de la Société Entomologique de France 1914: 269-272. (1914).	Chrétien, P.		Descriptions de trois nouvelles espèces de Nepticula (Lep. Nepticulidae)	Bulletin de la Société Entomologique de France 1914	01/01/1914	269–272					fr
Journal Article	82	Skala H. Die Nepticulidae Oberösterreichs. Entomologischer Anzeiger 13: 149-152. (1933).	Skala, H.		Die Nepticulidae Oberösterreichs	Entomologischer Anzeiger 13	01/01/1933	149–152					de
Journal Article	83	Szocs J. Adatok a Pili-hegység aknázómoly faunájához. (Data to the mining moths fauna from the Pilis Mts.). Folia Entomologica Hungarica, sn 31: 265-271. (1978).	Szocs, J.		Adatok a Pili-hegység aknázómoly faunájához. (Data to the mining moths fauna from the Pilis Mts)	Folia Entomologica Hungarica, sn 31	01/01/1978	265–271					hu
Journal Article	84	Chrétien P. Faune entomologique des Îles Canaries. Séjour de M.P. Lesne dans la Grande Canarie. 1. Microlépidoptères. Bulletin du Muséum National d'Histoire Naturelle Paris 14: 358-364. (1908).	Chrétien, P.		Faune entomologique des Îles Canaries. Séjour de M.P. Lesne dans la Grande Canarie. 1	Microlépidoptères. Bulletin du Muséum National d'Histoire Naturelle Paris 14	01/01/1908	358–364					fr
Journal Article	85	Nieukerken EJ van, Doorenweerd C, Nishida K, Snyers C. New taxa, including three new genera show uniqueness of Neotropical Nepticulidae (Lepidoptera). ZooKeys 628: 1-63. doi: 10.3897/zookeys.628.9805. (2016).	van Nieukerken, E. J., C. Doorenweerd, K. Nishida, and C. Snyers		New taxa, including three new genera show uniqueness of Neotropical Nepticulidae (Lepidoptera)	ZooKeys 628	01/01/2016	1–63			http://dx.doi.org/10.3897/zookeys.628.9805	10.3897/zookeys.628.9805	en
Journal Article	86	Skala H. Neues über Miner. Zeitschrift des Wiener Entomologen-Vereines 26: 55-57. (1941).	Skala, H.		Neues über Miner	Zeitschrift des Wiener Entomologen-Vereines 26	01/01/1941	55–57					de
Miscellaneous	87	Doubleday H. The zoologist synonymic list of British butterflies and moths, 2nd ed. Edward Newman, London: 40 pp. (1859).	Doubleday, H.			The zoologist synonymic list of British butterflies and moths	01/01/1859	40	Edward Newman	London			en
Journal Article	88	Vári L. South African Lepidoptera, 3. Descriptions of new Stigmellidae. Koedoe 6: 66-75. (1963).	Vári, L.		South African Lepidoptera, 3. Descriptions of new Stigmellidae	Koedoe 6	01/01/1963	66–75					en
Journal Article	89	Vári L. South African Lepidoptera 1. Descriptions of new leafmining Tineina. Annals of the Transvaal Museum 22: 331-351. (1955).	Vári, L.		South African Lepidoptera 1. Descriptions of new leafmining Tineina	Annals of the Transvaal Museum 22	01/01/1955	331–351					en
Book Chapter	90	Zimmermann F. Eine neue Nepticulide aus Deutschland (Lep.), Ectoedemia liebwerdella spec. nov. (Lep.). Mitteilungen aus dem Zoologischen Museum in Berlin 24: 264-265. doi: 10.1002/mmnz.19390240204. (1944).	Zimmermann, F.		Eine neue Nepticulide aus Deutschland (Lep.), Ectoedemia liebwerdella spec. nov. (Lep.)	Mitteilungen aus dem Zoologischen Museum in Berlin 24	01/01/1944	264–265			http://dx.doi.org/10.1002/mmnz.19390240204	10.1002/mmnz.19390240204	de
Journal Article	91	Hoare RJB, Nieukerken EJ van. Phylogeny and host-plant relationships of the Australian Myrtaceae leafmining moth genus Pectinivalva (Lepidoptera, Nepticulidae), with new subgenera and species. ZooKeys 278: 1-64. doi: 10.3897/zookeys.278.4743. (2013).	Hoare, R. J. B., and E. J. van Nieukerken		Phylogeny and host-plant relationships of the Australian Myrtaceae leafmining moth genus Pectinivalva (Lepidoptera, Nepticulidae), with new subgenera and species	ZooKeys 278	01/01/2013	1–64			http://dx.doi.org/10.3897/zookeys.278.4743	10.3897/zookeys.278.4743	en
Journal Article	92	Heinemann H von. Einige Bemerkungen über die Arten der Gattung Nepticula. Wiener Entomologische Monatschrift 6: 237-268. (1862).	Heinemann, H. von,		Einige Bemerkungen über die Arten der Gattung Nepticula	Wiener Entomologische Monatschrift 6	01/01/1862	237–268					de
Journal Article	93	Nieukerken EJ van. Acalyptris Meyrick: revision of the platani and staticis groups in Europe and the Mediterranean (Lepidoptera: Nepticulidae). Zootaxa 1436: 1-48. (2007).	van Nieukerken, E. J.,		Acalyptris Meyrick: revision of the platani and staticis groups in Europe and the Mediterranean (Lepidoptera: Nepticulidae)	Zootaxa 1436	01/01/2007	1–48					en
Journal Article	94	Svensson I. New and confused species of Microlepidoptera. Opuscula Entomologica 31: 183-202, pls 181-184. (1966).	Svensson, I.		New and confused species of Microlepidoptera	Opuscula Entomologica 31	01/01/1966	183–202					en
Journal Article	95	Wilkinson C, Newton PJ. The micro-lepidopteran genus Ectoedemia Busck (Nepticulidae) in North America. Tijdschrift voor Entomologie 124: 27-92. doi: http://biostor.org/reference/49899. (1981).	Wilkinson, C., and P. J. Newton		The micro-lepidopteran genus Ectoedemia Busck (Nepticulidae) in North America	Tijdschrift voor Entomologie 124	01/01/1981	27–92			http://dx.doi.org/http://biostor.org/reference/49899	http://biostor.org/reference/49899	en
Journal Article	96	Gómez Bustillo MR. Revalidación de Nepticulina (Börner 1939) (=Monotrysia Brnr., 1939 partim; Nannolepidoptera Krkf., 1948) como nombre del suborden y actualización de los Nepticuloidea (Forbes, 1923) de la Península Ibérica (Microlepidoptera). SHILAP Revista de Lepidopterologia 9: 15-28. (1981).	Gómez Bustillo, M. R.		Revalidación de Nepticulina (Börner 1939) (=Monotrysia Brnr., 1939 partim; Nannolepidoptera Krkf., 1948) como nombre del suborden y actualización de los Nepticuloidea (Forbes, 1923) de la Península Ibérica (Microlepidoptera)	SHILAP Revista de Lepidopterologia 9	01/01/1939	15–28					es
Journal Article	97	Gustafsson B. New species of Stigmella from the Gambia (Lepidoptera, Nepticulidae). Tijdschrift voor Entomologie 127: 165-177. (1985).	Gustafsson, B.		New species of Stigmella from the Gambia (Lepidoptera, Nepticulidae)	Tijdschrift voor Entomologie 127	01/01/1985	165–177					en
Conference Paper	98	Walsingham L. Microlepidoptera of Tenerife. Proceedings of the Zoological Society of London 1907: 911-1034, pls. 1051-1053. (1908).	Walsingham, L.		Microlepidoptera of Tenerife	Proceedings of the Zoological Society of London 1907: 911-1034	01/01/1908	1051–1053					en
Journal Article	99	Puplesis RK. Novye vidy Molej-malyutok (Lepidoptera, Nepticulidae) iz juzhnogo Primor'ya. (New species of nepticulids (Lepidoptera, Nepticulidae) from southern Primorye). Entomologicheskoe Obozrenie 63: 111-125. (1984).	Puplesis, R. K.		Novye vidy Molej-malyutok (Lepidoptera, Nepticulidae) iz juzhnogo Primor'ya. (New species of nepticulids (Lepidoptera, Nepticulidae) from southern Primorye	Entomologicheskoe Obozrenie 63	01/01/1984	111–125					ru-Latn
Journal Article	100	Puplesis R. New species of plant mining Lepidoptera (Nepticulidae, Tischeriidae) from central Asia. Stapfia 16: 273-290. (1988).	Puplesis, R.		New species of plant mining Lepidoptera (Nepticulidae, Tischeriidae) from central Asia	Stapfia 16	01/01/1988	273–290					en
Journal Article	101	Newton PJ, Wilkinson C. A taxonomic revision of the North American species of Stigmella (Lepidoptera: Nepticulidae). Systematic Entomology 7: 367-463. doi: 10.1111/j.1365-3113.1982.tb00455.x. (1982).	Newton, P. J., and C. Wilkinson		A taxonomic revision of the North American species of Stigmella (Lepidoptera: Nepticulidae)	Systematic Entomology 7	01/01/1982	367–463			http://dx.doi.org/10.1111/j.1365-3113.1982.tb00455.x	10.1111/j.1365-3113.1982.tb00455.x	en
Journal Article	102	Puplesis R, Diškus A. Five new mining Lepidoptera (Nepticulidae, Bucculatricidae) from central Asia. Tijdschrift voor Entomologie 139: 181-190. (1996).	Puplesis, R., and A. Diškus		Five new mining Lepidoptera (Nepticulidae, Bucculatricidae) from central Asia	Tijdschrift voor Entomologie 139	01/01/1996	181–190					en
Journal Article	103	Meyrick E. Descriptions of Transvaal Micro-Lepidoptera, 2. Annals of the Transvaal Museum 2: 218-240. (1911).	Meyrick, E.		Descriptions of Transvaal Micro-Lepidoptera, 2	Annals of the Transvaal Museum 2	01/01/1911	218–240					en
Journal Article	104	Meyrick E. Descriptions of South American Micro-Lepidoptera. Transactions of the Entomological Society of London 1915: 201-256. (1915).	Meyrick, E.		Descriptions of South American Micro-Lepidoptera	Transactions of the Entomological Society of London 1915	01/01/1915	201–256					en
Journal Article	105	Nieukerken EJ van, Liu Y. Nepticulidae (Lepidoptera) in China, 1. Introduction and Stigmella Schrank feeding on Fagaceae. Tijdschrift voor Entomologie 143: 145-181. doi: 10.1163/22119434-99900042. (2000).	van Nieukerken, E. J., and Y. Liu		Nepticulidae (Lepidoptera) in China, 1. Introduction and Stigmella Schrank feeding on Fagaceae	Tijdschrift voor Entomologie 143	01/01/2000	145–181			http://dx.doi.org/10.1163/22119434-99900042	10.1163/22119434-99900042	en
Journal Article	106	Walsingham L. Algerian Microlepidoptera. Entomologist's Monthly Magazine 47: 187-191. (1911).	Walsingham, L.		Algerian Microlepidoptera	Entomologist's Monthly Magazine 47	01/01/1911	187–191					en
Journal Article	107	Wilkinson C. A taxonomic study of the micro-lepidopteran genera Microcalyptris Braun and Fomoria Beirne occurring in the United States of America (Lepidoptera, Nepticulidae). Tijdschrift voor Entomologie 122: 59-90. doi: http://biostor.org/reference/49894. (1979).	Wilkinson, C.		A taxonomic study of the micro-lepidopteran genera Microcalyptris Braun and Fomoria Beirne occurring in the United States of America (Lepidoptera, Nepticulidae)	Tijdschrift voor Entomologie 122	01/01/1979	59–90			http://dx.doi.org/http://biostor.org/reference/49894	http://biostor.org/reference/49894	en
Journal Article	108	Mariani M. Un nuove genere e due nuove specie di Lepidotteri di Sicilia. Giornale di Scienze Naturali ed Economiche di Palermo 40: 1-7. (1939).	Mariani, M.		Un nuove genere e due nuove specie di Lepidotteri di Sicilia	Giornale di Scienze Naturali ed Economiche di Palermo 40	01/01/1939	1–7					it
Journal Article	109	Donner H, Wilkinson C. Fauna of New Zealand. Nepticulidae (Insecta: Lepidoptera). Fauna of New Zealand 16: 1-88. (1989).	Donner, H., and C. Wilkinson		Fauna of New Zealand. Nepticulidae (Insecta: Lepidoptera)	Fauna of New Zealand 16	01/01/1989	1–88					en
Journal Article	110	Turner AJ. New Micro-Lepidoptera - mostly from Queensland. Transactions of the Royal Society of South Australia 24: 6-23. (1900).	Turner, A. J.		New Micro-Lepidoptera - mostly from Queensland	Transactions of the Royal Society of South Australia 24	01/01/1900	6–23					en
Journal Article	111	Soffner J. Eine neue Nepticula-Art. Mitteilungen der Deutschen Entomologischen Gesellschaft 11: 56-61. (1942).	Soffner, J.		Eine neue Nepticula-Art	Mitteilungen der Deutschen Entomologischen Gesellschaft 11	01/01/1942	56–61					de
Journal Article	112	Davis DR, Stonis JR. A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 625: i-v, 1-212. doi: 10.5479/si.00810282.625. (2007).	Davis, D. R., and J. R. Stonis		A revision of the New World plant-mining moths of the family Opostegidae (Lepidoptera: Nepticuloidea)	Smithsonian Contributions to Zoology 625	01/01/2007	1–212			http://dx.doi.org/10.5479/si.00810282.625	10.5479/si.00810282.625	en
Journal Article	113	Emmet AM. Ectoedemia bradfordi sp. nov. (Lep., Nepticulidae), a hitherto undescribed species occurring in Kent. Entomologist's Gazette 25: 269-273. (1974).	Emmet, A. M.		Ectoedemia bradfordi sp. nov. (Lep., Nepticulidae), a hitherto undescribed species occurring in Kent	Entomologist's Gazette 25	01/01/1974	269–273					en
Journal Article	114	Laštuvka Z, Laštuvka A. Beitrag zur Kenntnis der Nepticulidenfauna Griechenlands (Lepidoptera, Nepticulidae). Stapfia 55: 313-326. doi: http://www.landesmuseum.at/datenbanken/digilit/?litnr=56. (1998).	Laštuvka, Z., and A. Laštuvka		Beitrag zur Kenntnis der Nepticulidenfauna Griechenlands (Lepidoptera, Nepticulidae)	Stapfia 55	01/01/1998	313–326			http://dx.doi.org/http://www.landesmuseum.at/datenbanken/digilit/?litnr=56	http://www.landesmuseum.at/datenbanken/digilit/?litnr=56	de
Journal Article	115	Petersen W. Nachträge zur Lepidopterenfauna von Estland, mit besonderer Berücksichtigung der Gattungen Lithocolletis und Nepticula. Korrespondenzblatt des Naturforscher-Vereins zu Riga 60: 89-101. (1930).	Petersen, W.		Nachträge zur Lepidopterenfauna von Estland, mit besonderer Berücksichtigung der Gattungen Lithocolletis und Nepticula	Korrespondenzblatt des Naturforscher-Vereins zu Riga 60	01/01/1930	89–101					de
Journal Article	116	Skala H. Miner in deutschen Landen. Zeitschrift des Österreichischen Entomologen-Vereins 24: 125-128. (1939).	Skala, H.		Miner in deutschen Landen	Zeitschrift des Österreichischen Entomologen-Vereins 24	01/01/1939	125–128					de
Journal Article	117	Klimesch J. Nepticula arbusculae spec. nov. (Lep., Nepticulidae). Zeitschrift der Wiener Entomologischen Gesellschaft 36: 149-152, pl. 110. (1951).	Klimesch, J.		Nepticula arbusculae spec. nov. (Lep., Nepticulidae)	Zeitschrift der Wiener Entomologischen Gesellschaft 36	01/01/1951	149–152					de
Miscellaneous	118	Krenek V. Small moths of Europe. Ceský Tesin: 174 pp. (2000).	Krenek, V.			Small moths of Europe	01/01/2000	174					no
Journal Article	119	Stephens JF. Illustrations of British Entomology, or, a synopsis of indigenous insects: containing their generic and specific distinctions; with an account of their metamorphoses, times of appearance, localities, food and economy as far as practicable. Haustellata 4. Baldwin and Cradock, London: 433, pls 433-441 pp. (1834).	Stephens, J. F.		Illustrations of British Entomology, or, a synopsis of indigenous insects: containing their generic and specific distinctions; with an account of their metamorphoses, times of appearance, localities, food and economy as far as practicable	Haustellata 4	01/01/1834	433–441	Baldwin and Cradock	London			en
Journal Article	120	Grossbeck JA. Insects of Florida, 4. Lepidoptera. Bulletin of the American Museum of Natural History 37: 1-147. (1917).	Grossbeck, J. A.		Insects of Florida, 4	Lepidoptera. Bulletin of the American Museum of Natural History 37	01/01/1917	1–147					en
Journal Article	121	Stainton HT. Lepidoptera. New British species in 1856. Entomologist's Annual 1857: 97-112. (1857).	Stainton, H. T.		Lepidoptera. New British species in 1856	Entomologist's Annual 1857	01/01/1857	97–112					de
Journal Article	122	Gustafsson B. Three new species of Nepticula from Gambia (Lep. Nepticulidae). Entomologisk Tidskrift 93: 156-159. (1972).	Gustafsson, B.		Three new species of Nepticula from Gambia (Lep. Nepticulidae)	Entomologisk Tidskrift 93	01/01/1972	156–159					en
Journal Article	123	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 3: 449-480. (1928).	Meyrick, E.		Exotic Microlepidoptera 3	Exotic Microlepidoptera	01/01/1928	449–480					ja
Journal Article	124	Leraut P. Liste systématique et synonymique des Lépidoptères de France, Belgique et Corse. Supplément à Alexanor et au Bulletin de la Société Entomologique de France: 1-334. pp. (1980).	Leraut, P.		Liste systématique et synonymique des Lépidoptères de France, Belgique et Corse	Supplément à Alexanor et au Bulletin de la Société Entomologique de	01/01/1980	1–334		France			fr
Journal Article	125	Scoble MJ. The genus Niepeltia Strand: taxonomy, and comments on structure and relationships (Lepidoptera: Nepticulidae). Annals of the Transvaal Museum 32: 197-229. (1980).	Scoble, M. J.		The genus Niepeltia Strand: taxonomy, and comments on structure and relationships (Lepidoptera: Nepticulidae)	Annals of the Transvaal Museum 32	01/01/1980	197–229					en
Journal Article	126	Skala H. Falter von Haid und anderes. Zeitschrift des Wiener Entomologen-Vereines 27: 5-7. (1942).	Skala, H.		Falter von Haid und anderes	Zeitschrift des Wiener Entomologen-Vereines 27	01/01/1942	5–7					de
Journal Article	127	Janse AJT. Nepticulidae (Stigmellidae). The Moths of South Africa 4: 149-185, plates 182-194. (1948).	Janse, A. J. T.		Nepticulidae (Stigmellidae)	The Moths of South Africa 4	01/01/1948	149–185					en
Journal Article	128	Laštuvka Z, Laštuvka A. Drei neue Arten der Trifurcula pallidella-Gruppe aus Mitteleuropa (Lepidoptera: Nepticulidae). Entomologia Generalis 18: 201-212. (1994).	Laštuvka, Z., and A. Laštuvka		Drei neue Arten der Trifurcula pallidella-Gruppe aus Mitteleuropa (Lepidoptera: Nepticulidae)	Entomologia Generalis 18	01/01/1994	201–212					eu
Book	129	Stephens JF. A systematic catalogue of British Insects, being an attempt to arrange all the hitherto discovered indigenous insects in accordance with their natural affinities: containing also the references to every English writer on entomology, and to the principal f. Baldwin and Cradock, London: xxxiv, 388 pp. doi: http://dx.doi.org/10.5962/bhl.title.8987. (1829).	Stephens, J. F.			A systematic catalogue of British Insects, being an attempt to arrange all the hitherto discovered indigenous insects in accordance with their natural affinities: containing also the references to every English writer on entomology, and to the principal foreign authors	01/01/1829	388	Baldwin and Cradock	London	http://dx.doi.org/10.5962/bhl.title.8987	10.5962/bhl.title.8987	en
Journal Article	130	Sinev SY. Novye dannye po sistematike Molej-Opostegid (Lepidoptera, Opostegidae) Dalnego Vostoka SSSR. [New data on the systematics of opostegid moths (Lepidoptera, Opostegidae) of Far East SSSR]. Novosti faunistiki i sistematiki: sbornik nauchn'ykh trudov [New data on faunistics and systematics : collected scientific papers]. Naukova Dimka, Kiev, 100-106. (1990).	Sinev, S. Y.			Novye dannye po sistematike Molej-Opostegid (Lepidoptera, Opostegidae) Dalnego Vostoka SSSR. [New data on the systematics of opostegid moths (Lepidoptera, Opostegidae) of Far East SSSR]. Novosti faunistiki i sistematiki: sbornik nauchn'ykh trudov [New data on faunistics and systematics : collected scientific papers	01/01/1990	100–106	Naukova Dimka	Kiev			ru-Latn
Journal Article	131	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 3: 385-416. (1928).	Meyrick, E.		Exotic Microlepidoptera 3	Exotic Microlepidoptera	01/01/1928	385–416					ja
Journal Article	132	Wilkinson C, Scoble MJ. The Nepticulidae (Lepidoptera) of Canada. Memoirs of the Entomological Society of Canada 111: 1-129. doi: 10.4039/entm111107fv. (1979).	Wilkinson, C., and M. J Scoble		The Nepticulidae (Lepidoptera) of Canada	Memoirs of the Entomological Society of Canada 111	01/01/1979	1–129			http://dx.doi.org/10.4039/entm111107fv	10.4039/entm111107fv	en
Journal Article	133	Jarzembowski EA. A century plus of fossil insects. Proceedings of the Geologists' Association 100: 433-449. doi: http://dx.doi.org/10.1016/S0016-7878(89)80019-7. (1989).	Jarzembowski, E. A.		A century plus of fossil insects	Proceedings of the Geologists' Association 100	01/01/1989	433–449			http://dx.doi.org/10.1016/S0016-7878(89)80019-7	10.1016/S0016-7878(89)80019-7	en
Journal Article	134	Skala H. Nepticula groschkei spec. nov. Zeitschrift der Wiener Entomologischen Gesellschaft 28: 86. (1943).	Skala, H.		Nepticula groschkei spec. nov	Zeitschrift der Wiener Entomologischen Gesellschaft 28	01/01/1943	86					de
Journal Article	135	Klimesch J. Über einige Nahrungsrassen von Nepticula-Arten (Lep., Nepticulidae). Entomologisches Nachrichtenblatt Österreichischer und Schweizer Entomologen 2: 72-74. (1950).	Klimesch, J.		Über einige Nahrungsrassen von Nepticula-Arten (Lep., Nepticulidae)	Entomologisches Nachrichtenblatt Österreichischer und Schweizer Entomologen 2	01/01/1950	72–74					de
Journal Article	136	Frey H. A new Nepticula. Entomologist's Weekly Intelligencer 4: 14. (1858).	Frey, H.		A new Nepticula	Entomologist's Weekly Intelligencer 4	01/01/1858	14					en
Book Chapter	137	Nieukerken EJ van. Order Lepidoptera, family Nepticulidae. In: Harten Av (Ed) Arthropod Fauna of the United Arab Emirates, volume 3. Dar Al Ummah, Abu Dhabi, 492-514. (2010).	van Nieukerken, E. J.,  / Av, H., ed.	Av, H., ed.	Order Lepidoptera, family Nepticulidae	Arthropod Fauna of the United Arab Emirates 3	01/01/2010	492–514	Dar Al Ummah	Abu Dhabi			cy
Journal Article	138	Gustafsson B. New leaf-mining moths of the family Nepticulidae from Cyprus, Greece (Lepidoptera). Entomologica Scandinavica 12: 453-469. doi: 10.1163/187631281X00553. (1981).	Gustafsson, B.		New leaf-mining moths of the family Nepticulidae from Cyprus, Greece (Lepidoptera)	Entomologica Scandinavica 12	01/01/1981	453–469			http://dx.doi.org/10.1163/187631281X00553	10.1163/187631281X00553	en
Journal Article	139	Kollar V. Systematisches Verzeichniss der Schmetterlinge im Erzherzogthume Oesterreich. Beiträge zur Landeskunde Oesterreich's unter der Enns 2: 1-101. (1832).	Kollar, V.		Systematisches Verzeichniss der Schmetterlinge im Erzherzogthume Oesterreich	Beiträge zur Landeskunde Oesterreich's unter der Enns 2	01/01/1832	1–101					de
Journal Article	140	Klimesch J. Contributo alla fauna Lepidotterologica del Trentino. Studi Trentini di Scienze Naturali 27: 11-68. (1951).	Klimesch, J.		Contributo alla fauna Lepidotterologica del Trentino	Studi Trentini di Scienze Naturali 27	01/01/1951	11–68					it
Journal Article	141	Toll S. Untersuchung der Genitalien bei Pyrausta purpuralis L. und P. ostrinalis Hb., nebst Beschreibung 11 neuer Microlepidopteren-Arten. Annales Musei Zoologici Polonici 11: 401-413, pls. 447-449. (1936).	Toll, S.		Untersuchung der Genitalien bei Pyrausta purpuralis L. und P. ostrinalis Hb., nebst Beschreibung 11 neuer Microlepidopteren-Arten	Annales Musei Zoologici Polonici 11	01/01/1936	401–413					lb
Journal Article	142	Puplesis R. The genus Acalyptris Meyrick (Lepidoptera, Nepticulidae) in the USSR: distribution and taxonomy. Nota Lepidopterologica 13: 62-88. (1990).	Puplesis, R.		The genus Acalyptris Meyrick (Lepidoptera, Nepticulidae) in the USSR: distribution and taxonomy	Nota Lepidopterologica 13	01/01/1990	62–88					en
Journal Article	143	Bedell G. Description of Microsetia quinquella, a new species of moth of the family Tineidae. Zoologist 6: 1986. (1848).	Bedell, G.		Description of Microsetia quinquella, a new species of moth of the family Tineidae	Zoologist 6	01/01/1848	1986					en
Journal Article	144	Walsingham L. Microlepidoptera. Fauna Hawaiiensis 1: 469-759. (1907).	Walsingham, L.		Microlepidoptera	Fauna Hawaiiensis 1	01/01/1907	469–759					tg
Book Chapter	145	Rebel H. Beitrag zur Microlepidopterenfauna Dalmatiens. Verhandlungen der Zoologisch-Botanischen Gesellschaft in Wien 74: (106)-(110). (1926).	Rebel, H.		Beitrag zur Microlepidopterenfauna Dalmatiens	Verhandlungen der Zoologisch-Botanischen Gesellschaft in Wien 74	01/01/1926	106 – 110					de
Journal Article	146	Steudel W, Hofmann E. Verzeichniss württembergischer Kleinschmetterlinge. Jahreshefte des Vereins für vaterländische Naturkunde in Württemberg 38: 143-262. (1882).	Steudel, W., and E. Hofmann		Verzeichniss württembergischer Kleinschmetterlinge	Jahreshefte des Vereins für vaterländische Naturkunde in Württemberg 38	01/01/1882	143–262					de
Journal Article	147	Stainton HT. Lepidoptera. New British species in 1857. Entomologist's Annual 1858: 85-98. (1858).	Stainton, H. T.		New British species in 1857	Entomologist's Annual 1858	01/01/1858	85–98					de
Journal Article	148	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 609-640. (1916).	Meyrick, E.		Exotic Microlepidoptera 1	Exotic Microlepidoptera	01/01/1916	609–640					ja
Journal Article	149	Wilson JO. A new species of the family Nepticulidae (Lepidoptera). Transactions of the Royal Society of South Australia 63: 238-239. (1939).	Wilson, J. O.		A new species of the family Nepticulidae (Lepidoptera)	Transactions of the Royal Society of South Australia 63	01/01/1939	238–239					en
Book Chapter	150	Stainton HT. Tineina observed at Cannes and Mentone in February and March 1867. In: Stainton HT (Ed) The Tineina of Southern Europe. John van Voorst, London, 216-232. (1869).	Stainton, H. T.  / Stainton, H. T., ed.	Stainton, H. T., ed.	Tineina observed at Cannes and Mentone in February and March 1867	The Tineina of Southern Europe	01/01/1869	216–232	John van Voorst	London			en
Journal Article	151	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 2: 161-192. (1918).	Meyrick, E.		Exotic Microlepidoptera 2	Exotic Microlepidoptera	01/01/1918	161–192					ja
Book Chapter	152	Walsingham L. Insecta Lepidoptera-Heterocera, 4. Tineina, Pterophorina, Orneodina and Pyralidina and Hepialina (part.). In: Godman FD, Salvin O (Eds) Biologia Centrali-Americana. Dulau & co, London, 281-392, pl. 210. (1914).	Walsingham, L.,  / Godman, F. D. and O. Salvin, eds.	Godman, F. D. and O. Salvin, eds.	Insecta Lepidoptera-Heterocera, 4. Tineina, Pterophorina, Orneodina and Pyralidina and Hepialina (part.)	Biologia Centrali-Americana	01/01/1914	281–392	Dulau & co	London			co
Journal Article	153	Kozlov MV. Paleontologiya Cheshuekrylykh i voprosy filogenii otryada Papilionida [Palaeontology of lepidopterans and problems in Papilionida order phylogeny]. In: Ponomarenko AG (Ed) Melovoj biotsenoticheskij krizis i evolutsiya nasekomykh [Cretaceous biocoenotic crisis and insect evolution]. Nauka, Moscow, 16-69, references 216-228. (1988).	Kozlov, M. V.  / Ponomarenko, A. G., ed.	Ponomarenko, A. G., ed.	Paleontologiya Cheshuekrylykh i voprosy filogenii otryada Papilionida [Palaeontology of lepidopterans and problems in Papilionida order phylogeny]	Melovoj biotsenoticheskij krizis i evolutsiya nasekomykh [Cretaceous biocoenotic crisis and insect evolution]	01/01/1988	16-69	Nauka	Moscow			ru-Latn
Journal Article	154	Hering EM. Eine neue Nepticula der subbimaculella-Gruppe. Nepticula zimmermanni spec. nov. von Quercus pubescens Willd. Mitteilungen der Deutschen Entomologischen Gesellschaft 11: 26-29. (1942).	Hering, E. M.		Eine neue Nepticula der subbimaculella-Gruppe. Nepticula zimmermanni spec. nov. von Quercus pubescens Willd	Mitteilungen der Deutschen Entomologischen Gesellschaft 11	01/01/1942	26–29					de
